제천대성	齊天大聖
살상용 태권도인 ITF를 사용하는 강만석. 어느날 의문의 괴한에게 습격 당한 후 다시 나타난 그는, 1년간 ITF태권도를 익혔을 거라 추정된다. 정작 본인은 그것에 대해 묵비권을 행사 중.	使用殺傷力極強的北派跆拳道的江宛石。在某一天被一個可疑醉漢襲擊後重生,人們推測他在一年的時間裡學習了北派跆拳道,可他本人卻對他的行為表示沉默。
일본만화를 너무나 사랑한 나머지 만화속 기술을 직접 사용하는 일본만화류의 창시자 다나와. 그는 언제끝날지 모르는 만화의 완결을 확인하기 위해 GOH에 참여하였을 정도로 만화를 사랑하는 인물이다.	酷愛日本漫畫並直接使用漫畫內技術的日本漫畫類武術創始人多南羽,他為了確認那無人知曉的漫畫終結篇而參加了“高校之神”。
진품광을 자신의 멘토로 삼고 있으며, 그가 무투의 힘만으로 싸움을 하는 모습은 한마리의 야차와 같다고 하여 108 야차라 불린다.	他將陳品光為自己的人生導師,在使用武鬥的力量打鬥時就像一隻夜叉,故被稱為108夜叉。
이도류를 사용하는 유일한 참가자로, 차력 바스타드를 사용한다. 그리고... 진품광의 품성과 다정함에 반해 그를 위해 GOH에 참전했으며, 현재 위험한 사랑에 가슴앓이 중이다.	唯一一個使用二刀流的參賽者,且使用借力暗黑破壞神。而且.....被陳品光的人品及為人所吸引而參加了高校之神,正陷入了危險的愛情之中。
나이찬 일용직 노동자로 지내던 중, 20년전 고등학교 중퇴를 후회하고 다시 공부를 시작. 하지만 노력해도 돈 때문에 뜻을 이룰 수 없는 현실을 개선하기 위해 갓 오브 하이스쿨에 참여하게 된다.	做短工為生並接近中年的他,因後悔20年前的高中輟學而重新開始了自己的學業。但現實是不管自己如何努力都因為錢而無法達成目標,因此為了改變這一現狀才參加了“高校之神”。
수영으로 다져진 탄탄한 몸매. 그리고 수만 번의 입수 끝에 머리모양이 입수에 최적화 되었을 정도. 바다에게 사랑받으며 바다의 뛰어난 재생력을 이어받은 사나이 레알 순정마초 이마린.	透過游泳練就了一副結實的身材。透過數萬次的跳水頭部形成了最適合入水的造型,且集大海的萬千寵愛於一身的他,還繼承了海洋的再生能力,是一個真正的大海純情男。
머릿속을 흔들어 놓는 치명적음파를 사용하는 명문대는 녹스의 신도중 한명이다. 페이롱과 함께 임무를 맡아 잠입하였으며, 비열한 성격으로 상대를 궁지로 몰아 넣는다.	明文岱是諾克斯信徒中的一員,且使用造成大腦一片混亂的致命聲波。負責與飛龍一起執行任務,且用其卑劣的性格把對方逼入絕境。
녹스의 신도중 한명으로, 그의 차력 도플갱어와 완전 카피를 통해 나타나는 수 많은 페이롱은 놀라움을 자아낸다. 그의 능력은 신도임에도 녹스 내에서도 쓸모있다 라는 평가를 받을 정도..	作為諾克斯信徒中的一員,透過其借力分身和完全複製出現的無數個飛龍讓人驚嘆不已。雖然他是一名信徒,但其能力卻在諾克斯內部得到了極高認可.....
녹스의 비숍 상만진(덕)의 명령으로 갓 오브 하이스쿨에 참여하였으며, 전설 속 무기인 차력 아이기스를 이용한 공격과 방어가 그의 특징이다.	受諾克斯主教常萬真(德)之命參加了高校之神比賽,其特點是使用傳說中借力宙斯盾來進行攻擊和防衛。
거대한 도끼를 사용하는 우건아는 박일표 마저도 애를 먹었을 정도로 강력한 파워를 자랑한다. 그는 숲의 주인과 같은 강력한 적을 만나면 투지를 불태우곤 한다.	使用巨大斧頭的禹建亞是一個連朴一表都感到頭疼的擁有強大力量的對手。在他遇到有如森林的主人一樣的強敵時, 會燃燒起熊熊大火般的鬥志。
본명 김덕일인 귐기. 쓰러트린 상대의 귓밥을 파내는 최강 싸이코!! 하지만 매우 뛰어난 전투능력을 자랑하는 인물로, 그가 차력 잭 더 리퍼를 사용하게 된건 단지 차력이 멋져서일 뿐...	本名為金德日的鬼基,其最大愛好是掏敗者的耳屎!!但卻擁有極強的戰鬥能力,使用借力開膛手傑克的原因就是認為其借力很帥氣而已。
륙성그룹의 메이드인 이향단. 그녀는 륙성의 특별한 훈련으로 매우 빠른 속도와 식기(?)를 다루는 실력을 지니고 있다. 이후, 특별한 인연으로 TheSix 나봉침을 스승으로 모시고 나봉침류를 전수받게 된다.	李香丹為六星集團的女僕。她透過六星的特殊訓練擁有了驚人的速度和以餐具(?)為武器的能力。後來,有緣成為了The Six羅峰針的愛徒,並得到羅峰針類的真傳。
TheSix전재산의 손자이자 륙성그룹의 후계자.\n모든것을 가진 듯 보이지만 할아버지인 전재산에게 "박일표"보다 인정받기 위해 노력하고 있으며, 박일표를 이기기 위해 GOH에 참전했다.	他是The Six全載山的孫子及六星集團的繼承人。\n看似擁有了一切,可為了在爺爺全載山那裡獲得比“朴一表”更多的認可而不斷努力,為了能打敗朴一表而參加了高校之神。
매우 빠르고 방어가 뛰어난 복싱을 사용하는 류현복은 박일표와 함께 갓 오브 하이스쿨에 참여하였으며, 끈기와 열정 그리고 엄청난 노력을 통해 GOH에서 급성장하는 인물 중 하나이다.	使用快速及出色防禦力的拳擊手柳賢福與朴一表一起參加了高校之神,透過其毅力及不斷的努力成為了高校之神中急速成長的一員。
박승아는 언니인 박승연의 다리를 치료해주기 위해 박일표와 함께 갓 오브 하이스쿨에 참여하였다. 그녀는 옛법택견의 전수자로 매우 날렵하면서도 강한 이무기 떨구기가 특기이다.	為了治療姐姐朴勝妍腿傷的朴勝雅與朴一表一起參加了高校之神。她作為古式跆跟的傳人,強大的抖蟒蛇是她的特技。
ITF(아류) + 절권도를 사용하며, 국보 소룡곤을 사용한다. 귀여운 외모와는 다르게 매우 거친(?) 성격의 소유자이지만 어째서인지 웅녀에게는 꼼짝도 못한다.	她不僅使用北派(亞流)+截拳道,而且還使用國寶小龍棍。擁有著與可愛的外表完全相反的粗暴性格,但在熊女面前卻表現出了百般無奈。
유미라의 전 남자친구 서민서. 비록 싸움밖에 모르는 근육바보이지만 일대의 학교 짱을 모두 이기고 명실공히 근처 지역 짱에 오를 정도로 강력하다.	劉美羅的前男友徐敏西。是個只知道打鬥的肌肉男,打贏各高校老大後成為了名副其實的該區域老大。
건장한 체구의 유상민은 뛰어난 힘과 유도실력의 소유자로, 그에게 잡힌다면 벗어날 수 없는 덫에 걸린 것과 같다는 소문만 무성하게 전해지고 있다.	擁有健壯身軀的劉尚民是一個力量與柔道技術超群的人。據傳如果被他抓住,沒有一個會逃脫。
브라질 유술을 사용하며, 상대를 조르고 꺾어버리는 특별한 기술을 지니고 있다. 변재희는 특유의 강단으로 진모리의 3단회축을 공략하기도 했다.	使用巴西柔術的他,擁有腿鎖絕技。邊財熙使用其特有的堅韌對付了陳毛利的三階迴旋踢。
고교생임에도 불구하고 밀리터리 매니아로 언제나 군복을 착용하고 있다. 또한 그는 복장에 걸맞게 특공무술을 사용한다.	雖然還是一名高中生,但是軍事愛好者的他任何時候都穿著軍裝,並使用與他服裝相符的特工武術。
상만진(덕)의 계략에 의해 이전의 모습을 찾아볼 수 없을정도로 폭주해버린 전주곡. 비록 차력을 이용한 마법을 사용하지는 못하지만 강력한 무투의 힘을 사용한다.	因常萬真(德)的計謀而暴走後,完全找不到之前模樣的全奏曲。雖然無法使用借力魔法,但還可以使用強大的武鬥力量。
특별한 이카루스의 힘을 지니고 있는 태백호는 그 특별한 힘으로 언제나 제갈택을 보필하고 있으며 남을 잘 인정하지 않는 마보라도 그의 힘을 인정할 정도이다.	擁有伊卡洛斯特殊力量的太白浩,使用其力量一直在輔佐諸葛澤,甚至很少認可別人的馬保羅也對其力量給予了認可。
대구 일대를 재패한 덕원 고등학교의 짱 황대성은 진모리의 무패신화를 꺾기 위해 서울로 상경하였다. 빠른 주먹과 긴 다리를 이용한 연속공격이 그의 전투스타일.	稱霸大邱一帶的德元高中老大黃大成為了打破陳毛利的不敗神話而來到了首爾。快速出拳及使用長腿快速攻擊是他的打鬥方式。
충남 서산고교 야구부 주장으로 빠른 투구를 이용한 전투가 특기이다. 비록 야구공이긴 하지만 엄청난 속도의 야구공은 매우 위협적이다.	他是忠南瑞山高校棒球部隊長,其特點是使用快速投球來進行攻擊。可不要小看棒球,超速旋轉的棒球也給對手造成威脅。
어려서 검도를 배웠던 그는 언제나 각목을 손에 쥐고다니기로 유명하다. 비록 지금은 검도를 하진 않지만 각목을 이용한 전투에 매우 능숙하다.	從小就學習劍道的他總是隨身攜帶木棍。雖然現在不練劍道,但擅長使用木棍進行對戰。
근육질의 몸매를 자랑하는 동파고의 트리플어벤져스로 유명한 리더 이일호. 서민서에게 비록 패하긴 했지만 고교생이라 믿을 수 없는 강력한 공격력을 지니고 있다.	擁有一身肌肉並為之驕傲的東波高中復仇者聯盟隊長李一號。雖然敗給了徐敏西,但是作為一名高中生卻擁有強大的攻擊性。
동파고의 트리플어벤져스로 리더 이일호의 오른팔 역할을 하고 있는 박이호. 그가 리더는 아니지만 이일호에게 맞먹을 정도로 파워가 넘친다	朴二號是東波高中復仇者聯盟隊長李一號的左膀右臂,雖然不是隊長,但其實力與李一號不分上下。
동파고의 트리플어벤져스로 리더 이일호의 왼팔 역할을 하고있는 김삼호. 트리플어벤져스중 유일하게 야구배트를 무기로 사용한다.	金三號是東波高中復仇者聯盟隊長李一號的左膀右臂,他是三個人中唯一將球棒當作武器的人。
김동현은 지역 내에서 강력한 주먹으로 유명하여 갓오브하이스쿨 지역 예선에 참가하였지만 마미선의 바디프레셔에 패배하고 말았다.	金東賢的重拳已小有名氣,但是在高校之神區預選賽時敗給了馬美善的飛身重壓。
갓오브하이스쿨 참가자인 종수는 갓오브하이스쿨 참가자중 유일하게 봉을 무기로 사용하며, 공격범위가 넓어 까다로운 참가자로 불린다.	參加高校之神的鍾秀是參賽者中唯一將棒當作武器的人,因其攻擊範圍在,故不好對付。
갓오브하이스쿨 참가자인 한시우는 언제나 헤드폰으로 끼고 음악에 맞춰 무기를 던지는 특징을 지니고 있다.	參加高校之神的韓時佑總是戴著耳機配合著音樂來使用武器。
평소 격투게임을 좋아하는 임훈필은 자신이 직접 전투를 즐겨보고 싶은 마음에 야구배트를 이용한 특별한 전투기술을 터득하였고, 갓오브하이스쿨에 참가하게 된다.	喜歡格鬥遊戲的林勳弼,為了親自感受格鬥的樂趣,掌握了使用球棒進行攻擊的特殊對戰技術,藉此機會參加了高校之神比賽。
이지연은 지리산 정상의 동굴에서 닌자가 되기위해 수련하던 중, 갓오브하이스쿨에 참가하게 된다.	為了成為忍者在智異山山頂洞穴中進行修煉的李智妍,隨後也參加了高校之神比賽。
검술에 언제나 최선을 다하던 최선은 집행위원에게 뛰어난 검술능력을 인정받아 갓오브하이스쿨에 참가하게 된다.	全身心投入劍術的崔善,因出色的劍術得到了執行委員的認可而參加了高校之神比賽。
갓오브하이스쿨 참가자인 신채원은 검정고시를 준비하던 중, 집행위원에게 초대장을 받고 갓오브하이스쿨에 참가하게 된다.	高校之神參賽者申彩元在準備畢業考試時,收到執行委員的邀請而參加了高校之神比賽。
갓오브하이스쿨 참가자인 천성인은 뛰어난 운동신경으로 눈에 띄어 체육선생님의 권유로 갓오브하이스쿨에 참가하게 된다.	高校之神參賽者千聖仁因其出色的運動神經受到體育老師的關注後,在老師的勸說下參加了高校之神比賽。
갓오브하이스쿨 참가자인 랜디는 날카로운 인상에 강력한 공격을 하지만 사실은 매우 여리고 눈물이 많아 사람들을 당황시키곤 한다.	高校之神參賽者廉迪雖然外表鋒利,攻擊性強,但卻是一位內心脆弱、多情傷感之人。
갓오브하이스쿨 참가자인 김재영은 선글라스를 끼고 검을 무기로 사용하며, 빠르면서도 날카로운 공격이 특징이다.	高校之神參賽者金在榮是戴著墨鏡以劍當作武器的人,其攻擊特點是快速而又鋒利。
갓오브하이스쿨 참가자 지현은 참가자들의 뒤를 노린 후 매우 빠르게 무기를 던지는 공격으로 전국대회까지 진출한 참가자이다.	高校之神參賽者智賢擅長於瞄準對手後方快速投擲武器,因而獲得了全國聯賽參賽資格。
특기는 운동, 취미는 그림 그리기인 이재민은 집행위원에게 초대장을 받고 갓오브하이스쿨에 참가하게 된다.	李在民最擅長運動,其興趣是畫畫,接到執行委員的邀請後參加了高校之神比賽。
